listing_id,date
640841,8/24/20
640841,8/31/20
640841,11/14/20
640841,11/22/20
640841,11/29/20
642053,1/1/20
642053,3/8/20
642053,9/27/20
642065,10/20/19
642065,10/26/19
642065,1/1/20
642065,2/2/20
642065,2/16/20
642065,3/8/20
642065,8/13/20
651742,10/1/19
651742,10/15/19
651742,9/23/20
662034,10/12/19
662034,10/14/19
662034,12/20/19
662034,2/15/20
681842,10/16/19
697634,12/20/19
724895,10/3/19
724895,10/5/19
724895,10/6/19
724895,10/14/19
724895,10/17/19
724895,10/20/19
724895,12/9/19
724895,7/2/20
726376,10/6/19
726376,10/8/19
726376,10/16/19
726376,10/24/19
726376,10/27/19
726376,11/2/19
726376,11/5/19
726376,11/10/19
726376,11/12/19
726376,11/22/19
726376,11/29/19
726376,12/1/19
726376,12/4/19
726376,12/9/19
726376,12/11/19
726376,12/19/19
726376,12/22/19
726376,12/25/19
726376,1/2/20
726376,2/2/20
726376,2/18/20
726376,3/1/20
726376,3/5/20
726376,3/8/20
726376,3/12/20
726376,3/22/20
726376,3/23/20
726376,7/1/20
726376,8/2/20
726376,11/30/20
727847,10/22/19
731232,10/6/19
731232,10/14/19
731232,10/21/19
731232,3/3/20
739495,10/10/19
739495,10/15/19
739495,10/23/19
739495,10/27/19
739495,11/5/19
739495,11/11/19
739495,12/1/19
739495,12/10/19
739495,1/21/20
739495,2/16/20
739495,2/22/20
739495,3/3/20
739495,3/12/20
755701,9/30/20
764856,10/2/19
764856,10/14/19
764856,10/18/19
764856,10/20/19
764856,10/25/19
764856,10/27/19
764856,10/29/19
764856,11/4/19
764856,11/11/19
764856,11/14/19
764856,11/27/19
764856,12/2/19
764856,12/5/19
764856,1/1/20
764856,2/11/20
764856,2/20/20
764856,2/23/20
764856,3/8/20
764856,6/7/20
764856,7/11/20
764856,8/23/20
764856,8/27/20
764856,8/30/20
764856,9/20/20
764856,10/8/20
764856,10/12/20
764856,10/17/20
764856,10/19/20
764856,10/25/20
764856,11/10/20
764856,11/15/20
764856,11/22/20
764856,11/29/20
764856,12/5/20
790934,2/3/20
802613,11/2/19
863120,10/20/19
863120,10/27/19
863120,11/4/19
863120,11/10/19
863120,2/2/20
863120,3/29/20
903996,10/6/19
903996,10/15/19
903996,12/30/19
903996,2/16/20
903996,3/19/20
909096,10/5/19
909096,10/6/19
909096,10/16/19
909096,10/20/19
909096,12/1/19
909096,12/8/19
909096,1/19/20
909096,2/23/20
909096,11/30/20
929914,10/8/19
929914,10/16/19
929914,10/22/19
929914,10/27/19
929914,11/4/19
929914,11/8/19
929914,11/12/19
929914,11/17/19
929914,12/2/19
929914,12/8/19
929914,1/1/20
929914,2/15/20
929914,2/18/20
929914,7/13/20
929914,8/5/20
929914,8/8/20
929914,8/17/20
929914,8/23/20
929914,8/30/20
929914,9/7/20
929914,9/14/20
929914,9/21/20
929914,10/12/20
929914,10/25/20
929914,11/2/20
929914,11/13/20
949514,10/7/19
949514,10/21/19
949514,10/27/19
949514,11/3/19
949514,12/1/19
949514,3/2/20
960326,10/4/19
960326,10/5/19
960326,10/7/19
960326,10/11/19
960326,10/19/19
960326,10/24/19
960326,10/30/19
960326,11/3/19
960326,11/10/19
960326,11/14/19
960326,11/17/19
960326,11/24/19
960326,11/30/19
960326,12/11/19
960326,12/20/19
960326,12/29/19
960326,1/1/20
960326,1/2/20
960326,1/12/20
960326,1/13/20
960326,1/19/20
960326,2/20/20
960326,2/23/20
960326,3/7/20
960326,5/3/20
960326,5/9/20
960326,5/18/20
960326,6/18/20
960326,6/26/20
960326,6/28/20
960326,7/5/20
960326,8/2/20
960326,9/6/20
960326,9/14/20
960326,9/20/20
960326,9/28/20
960326,10/1/20
960326,10/4/20
960326,10/8/20
960326,10/19/20
960326,10/29/20
960326,11/3/20
960326,11/9/20
960326,11/15/20
960326,11/17/20
960326,11/20/20
960326,11/23/20
960326,11/29/20
979841,10/6/19
979841,10/18/19
979841,10/20/19
979841,10/30/19
979841,11/10/19
979841,2/9/20
979841,2/9/20
979841,2/17/20
979841,3/8/20
979841,3/15/20
979841,11/16/20
979926,10/5/19
979926,10/7/19
979926,10/14/19
979926,10/20/19
979926,11/10/19
979926,12/2/19
979926,2/16/20
979942,10/5/19
979942,10/7/19
979942,10/13/19
979942,10/20/19
979942,11/10/19
979942,11/22/19
979942,2/16/20
979942,2/23/20
983640,10/9/19
983640,10/22/19
983640,10/27/19
983640,11/3/19
983640,11/10/19
983640,11/24/19
983640,11/30/19
983640,12/6/19
983640,12/29/19
983640,2/17/20
1020810,10/12/19
1020810,4/6/20
1027463,10/14/19
1027463,10/24/19
1027741,10/13/19
1027741,7/24/20
1027741,8/1/20
1027741,8/6/20
1027741,8/7/20
1027741,8/8/20
1027741,8/18/20
1027741,9/15/20
1027741,9/28/20
1027741,10/22/20
1056430,10/12/19
1056430,10/19/19
1056430,10/23/19
1056430,10/26/19
1056430,3/15/20
1080532,10/3/19
1080532,10/18/19
1083987,1/6/20
1083987,8/3/20
1096191,10/16/19
1096191,7/31/20
1096191,9/30/20
1096191,12/9/20
1113259,10/7/19
1113259,10/14/19
1113259,10/21/19
1113259,10/27/19
1113259,11/2/19
1113259,11/10/19
1113259,11/23/19
1113259,11/25/19
1113259,11/30/19
1113259,12/3/19
1113259,12/10/19
1113259,12/11/19
1113259,12/17/19
1113259,12/26/19
1113259,1/10/20
1113259,1/31/20
1113259,2/15/20
1113259,3/1/20
1113259,3/7/20
1113259,3/8/20
1113259,3/15/20
1171860,10/3/19
1171860,10/6/19
1171860,10/14/19
1171860,10/16/19
1171860,10/19/19
1171860,10/24/19
1171860,10/27/19
1171860,11/2/19
1171860,11/4/19
1171860,11/13/19
1171860,11/20/19
1171860,11/30/19
1171860,12/2/19
1171860,12/4/19
1171860,12/13/19
1171860,12/15/19
1171860,12/20/19
1171860,12/26/19
1171860,1/1/20
1171860,1/5/20
1171860,1/11/20
1171860,1/13/20
1171860,1/22/20
1171860,1/28/20
1171860,2/6/20
1171860,2/20/20
1171860,2/26/20
1171860,3/8/20
1171860,3/13/20
1171860,3/15/20
1171860,3/18/20
1171860,7/1/20
1171860,7/6/20
1171860,7/9/20
1171860,7/12/20
1171860,7/19/20
1171860,7/21/20
1171860,7/23/20
1171860,7/26/20
1171860,7/29/20
1183249,10/7/19
1183249,10/24/19
1183249,10/27/19
1183249,11/13/19
1183249,11/17/19
1183249,11/19/19
1183249,11/24/19
1183249,12/8/19
1183249,12/10/19
1183249,12/16/19
1183249,12/20/19
1183249,12/26/19
1183249,1/3/20
1183249,1/5/20
1183249,1/9/20
1183249,1/13/20
1183249,1/20/20
1183249,1/27/20
1183249,2/9/20
1183249,2/16/20
1183249,2/21/20
1183249,2/24/20
1183249,2/27/20
1183249,3/13/20
1183249,3/18/20
1183249,7/7/20
1183249,7/17/20
1183249,7/20/20
1183249,7/24/20
1183249,10/31/20
1185749,10/1/19
1185749,10/6/19
1185749,10/10/19
1185749,10/15/19
1185749,11/9/19
1185749,11/15/19
1185749,12/22/19
1185749,1/3/20
1185749,1/13/20
1185749,1/26/20
1185749,2/2/20
1185749,2/16/20
1185749,3/4/20
1185749,3/14/20
1185749,11/28/20
1195259,10/15/19
1195259,10/25/19
1195259,1/1/20
1195259,2/16/20
1195259,7/13/20
1195259,10/3/20
1249397,11/30/19
1304049,10/3/19
1304049,10/15/19
1304049,10/23/19
1321332,10/6/19
1321332,11/30/19
1321332,12/8/19
1321332,1/26/20
1321332,2/9/20
1321332,3/1/20
1321332,7/26/20
1321332,8/4/20
1321332,8/10/20
1361421,11/1/19
1361421,11/2/19
1361421,11/4/19
1361421,12/8/19
1361421,12/23/19
1361421,1/12/20
1361421,2/8/20
1361421,2/9/20
1361421,2/29/20
1361421,3/15/20
1361421,6/14/20
1361421,6/30/20
1361421,7/1/20
1361421,7/18/20
1361421,8/7/20
1361421,10/4/20
1361421,10/18/20
1361421,10/22/20
1361421,10/22/20
1361421,11/16/20
1361421,11/28/20
1361421,11/29/20
1361421,11/29/20
1428024,8/13/20
1428024,8/17/20
1428024,9/5/20
1428024,9/27/20
1428024,11/13/20
1461451,10/30/19
1461451,11/8/19
1461451,12/9/19
1461451,12/11/19
1461451,12/20/19
1461451,2/8/20
1461451,2/28/20
1461451,3/21/20
1461451,4/12/20
1461451,9/30/20
1461451,10/10/20
1461451,10/21/20
1461451,10/30/20
1461451,11/20/20
1468342,10/6/19
1468342,10/13/19
1468342,10/23/19
1468342,2/16/20
1475647,10/13/19
1475647,11/1/19
1475647,11/23/19
1475647,2/16/20
1475647,3/4/20
1475647,6/15/20
1475647,8/30/20
1502674,10/14/19
1502674,10/24/19
1502674,10/29/19
1502674,11/30/19
1502674,1/11/20
1502674,3/26/20
1502674,7/31/20
1502674,9/20/20
1502674,10/2/20
1502674,11/22/20
1541692,10/14/19
1541692,10/19/19
1541692,10/23/19
1541692,11/21/19
1554433,10/14/19
1554433,10/20/19
1554433,1/6/20
1554433,1/25/20
1554433,2/16/20
1554433,3/9/20
1554433,3/11/20
1554433,3/15/20
1554433,6/7/20
1554433,7/22/20
1554433,8/2/20
1554433,9/7/20
1573401,10/2/19
1573401,10/6/19
1573401,10/11/19
1573401,10/14/19
1573401,10/23/19
1573401,10/28/19
1573401,10/30/19
1573401,11/2/19
1573401,11/5/19
1573401,11/10/19
1573401,11/17/19
1573401,11/25/19
1573401,12/4/19
1573401,12/8/19
1573401,12/15/19
1573401,12/19/19
1573401,12/21/19
1573401,12/28/19
1573401,12/31/19
1573401,1/13/20
1573401,1/20/20
1573401,1/26/20
1573401,2/19/20
1573401,2/23/20
1573401,3/1/20
1573401,3/8/20
1573401,3/11/20
1573401,3/29/20
1584422,1/21/20
1584422,3/16/20
1584509,11/3/19
1584509,12/2/19
1584509,12/31/19
1584509,1/12/20
1584509,1/20/20
1584509,2/23/20
1584509,3/8/20
1584509,5/21/20
1584509,9/27/20
1584509,10/18/20
1584509,10/25/20
1584509,11/8/20
1584509,11/15/20
1584509,11/23/20
1584509,11/30/20
1587078,10/14/19
1587078,2/16/20
1587078,3/16/20
1591370,10/5/19
1591370,10/19/19
1591370,12/2/19
1591370,12/8/19
1591370,2/17/20
1591370,7/4/20
1591370,7/19/20
1591370,8/30/20
1591370,9/1/20
1591370,9/7/20
1591370,9/12/20
1591370,9/27/20
1591370,10/4/20
1591370,10/17/20
1614802,10/15/19
1614802,10/20/19
1614802,10/28/19
1614802,11/4/19
1614802,11/13/19
1614802,11/18/19
1614802,12/21/19
1614802,2/29/20
1614802,3/8/20
1614802,3/16/20
1614802,6/28/20
1614802,8/14/20
1614802,8/27/20
1614802,10/10/20
1614802,10/23/20
1623463,10/14/19
1623463,10/31/19
1623463,11/10/19
1623463,2/17/20
1623463,3/1/20
1641601,10/14/19
1641601,10/18/19
1641601,10/20/19
1641601,10/25/19
1641601,10/27/19
1641601,11/1/19
1641601,11/4/19
1641601,11/10/19
1641601,11/17/19
1641601,11/30/19
1641601,12/2/19
1641601,12/9/19
1641601,12/18/19
1641601,12/30/19
1641601,2/24/20
1641601,3/1/20
1641601,3/14/20
1648786,10/6/19
1648786,10/13/19
1648786,10/16/19
1648786,10/20/19
1648786,10/27/19
1648786,3/14/20
1656336,10/13/19
1656336,10/24/19
1656336,11/12/19
1656336,11/18/19
1656336,11/24/19
1656336,12/7/19
1656336,2/2/20
1656336,2/9/20
1656336,2/24/20
1656336,3/8/20
1656336,3/19/20
1656336,3/23/20
1656336,6/12/20
1656336,6/30/20
1656336,7/11/20
1656336,7/13/20
1656336,7/21/20
1656336,7/26/20
1656336,8/10/20
1656336,8/22/20
1663673,10/20/19
1663673,10/23/19
1663673,10/27/19
1663673,11/10/19
1663673,11/17/19
1663673,11/21/19
1663673,12/2/19
1663673,12/18/19
1663673,12/26/19
1663673,1/12/20
1663673,1/17/20
1663673,1/20/20
1663673,1/26/20
1663673,2/12/20
1663673,2/15/20
1663673,2/24/20
1663673,3/1/20
1663673,3/8/20
1663673,6/15/20
1663673,6/29/20
1663673,8/8/20
1663673,9/9/20
1663673,9/26/20
1663673,10/10/20
1663673,10/15/20
1663673,10/20/20
1663673,11/4/20
1668481,2/15/20
1668481,4/11/20
1668481,6/21/20
1668481,11/2/20
1672647,10/7/19
1672647,11/9/19
1672647,12/26/19
1672647,12/29/19
1672647,1/1/20
1672647,2/16/20
1672647,4/30/20
1672647,7/16/20
1672647,8/15/20
1672647,8/23/20
1672647,8/30/20
1672647,9/6/20
1672647,10/11/20
1672647,10/15/20
1672647,10/16/20
1678422,10/1/19
1721045,10/16/19
1721045,10/19/19
1721045,10/23/19
1721045,11/14/19
1721045,6/26/20
1721045,8/3/20
1746734,10/14/19
1746734,10/24/19
1746734,11/24/19
1746734,12/2/19
1746734,12/16/19
1746734,12/23/19
1746734,12/27/19
1746734,1/2/20
1746734,1/4/20
1746734,3/5/20
1746734,3/8/20
1746734,3/10/20
1746734,5/25/20
1746734,12/4/20
1759266,10/1/19
1759266,10/14/19
1759266,6/10/20
1759266,6/15/20
1759389,10/15/19
1759389,10/27/19
1759389,3/31/20
1778910,10/2/19
1778910,10/6/19
1778910,10/11/19
1778910,10/19/19
1778910,10/23/19
1778910,10/26/19
1778910,10/27/19
1778910,11/1/19
1778910,11/3/19
1778910,11/9/19
1778910,11/11/19
1778910,11/16/19
1778910,11/17/19
1778910,11/22/19
1778910,11/24/19
1778910,11/28/19
1778910,12/3/19
1778910,12/15/19
1778910,12/22/19
1778910,12/23/19
1778910,1/1/20
1778910,1/5/20
1778910,1/26/20
1778910,2/3/20
1778910,2/8/20
1778910,2/16/20
1778910,2/23/20
1778910,3/1/20
1778910,3/2/20
1778910,4/2/20
1778910,4/5/20
1778910,4/25/20
1778910,4/29/20
1778910,5/11/20
1778910,6/16/20
1810118,10/6/19
1810118,10/9/19
1810118,10/10/19
1810118,10/25/19
1810118,10/28/19
1810118,11/7/19
1810118,11/17/19
1810118,11/24/19
1810118,11/25/19
1810118,1/3/20
1810118,1/8/20
1810118,1/17/20
1810118,2/4/20
1810118,2/16/20
1810118,2/21/20
1810118,2/27/20
1810118,6/2/20
1810118,6/20/20
1810118,8/6/20
1837153,9/7/20
1837153,9/26/20
1854000,4/12/20
1854000,9/13/20
1854000,9/20/20
1921670,10/4/19
1921670,10/7/19
1921670,10/11/19
1921670,10/24/19
1921670,10/30/19
1921670,12/16/19
1921670,12/25/19
1921670,1/3/20
1921670,6/1/20
1921670,6/14/20
1921670,6/22/20
1921670,6/29/20
1921670,7/6/20
1921670,8/2/20
1921670,8/7/20
1921670,8/14/20
1921670,8/18/20
1921670,8/20/20
1921670,8/23/20
1921670,8/27/20
1921670,9/1/20
1921670,10/31/20
1921670,11/2/20
1921670,11/9/20
1921670,11/16/20
1921670,11/22/20
1921670,11/25/20
1921670,11/29/20
1954633,10/5/19
1954633,10/15/19
1954633,1/1/20
1954633,2/17/20
1954633,3/15/20
1954633,8/4/20
1954633,8/19/20
1954633,9/2/20
1954633,9/6/20
1960332,4/5/20
1964520,10/14/19
1964520,10/15/19
1964520,10/19/19
1964520,12/8/19
1964520,1/19/20
1964520,1/26/20
1964520,2/16/20
1964520,7/18/20
1964520,8/10/20
1965410,10/1/19
1965410,10/14/19
1965410,10/22/19
1965410,11/7/19
1965410,12/5/19
1965410,12/15/19
1965410,1/19/20
1965410,1/26/20
1965410,2/9/20
1965410,3/1/20
1965410,8/9/20
1965410,8/13/20
1965410,8/23/20
1965410,11/25/20
1989590,10/6/19
1989590,10/15/19
1989590,10/20/19
1989590,10/26/19
1989590,10/29/19
1989590,11/4/19
1989590,11/12/19
1989590,11/16/19
1989590,12/1/19
1989590,1/2/20
1989590,2/16/20
1989590,9/20/20
2011301,11/17/19
2011301,11/23/19
2011301,12/13/19
2011301,12/29/19
2011301,1/1/20
2011301,1/12/20
2011301,2/15/20
2011301,2/27/20
2011301,3/1/20
2011301,3/15/20
2011301,10/11/20
2012443,10/7/19
2012443,10/28/19
2012443,12/1/19
2012443,3/18/20
2051690,10/18/19
2051690,11/1/19
2051690,2/4/20
2051690,5/11/20
2051690,5/25/20
2051690,8/15/20
2051690,12/5/20
2062638,10/16/19
2062638,10/24/19
2062638,10/27/19
2062638,3/15/20
2062638,6/22/20
2062638,8/21/20
2062638,8/31/20
2062638,9/13/20
2062638,10/11/20
2062638,10/24/20
2062638,11/29/20
2087914,10/6/19
2087914,10/8/19
2087914,10/15/19
2087914,10/17/19
2087914,10/19/19
2087914,10/20/19
2087914,10/22/19
2087914,10/26/19
2103986,10/27/19
2103986,11/1/19
2103986,11/9/19
2103986,11/24/19
2103986,12/2/19
2103986,2/8/20
2139407,10/6/19
2139407,10/14/19
2139407,10/23/19
2139407,10/27/19
2139407,11/11/19
2139407,11/27/19
2139407,12/15/19
2139407,12/26/19
2139407,12/29/19
2139407,12/31/19
2139407,1/12/20
2139407,2/16/20
2139407,2/24/20
2139407,3/1/20
2139407,4/24/20
2139407,5/4/20
2139407,5/8/20
2139407,5/17/20
2139407,6/3/20
2139407,6/6/20
2139407,6/9/20
2139407,6/16/20
2139407,6/18/20
2139407,6/21/20
2139407,7/3/20
2139407,7/6/20
2139407,7/27/20
2139407,7/31/20
2139407,8/2/20
2139407,8/4/20
2139407,8/9/20
2139407,8/11/20
2139407,8/19/20
2139407,9/7/20
2139407,9/9/20
2139407,9/13/20
2139407,9/17/20
2139407,9/18/20
2139407,9/20/20
2139407,9/25/20
2139407,10/3/20
2139407,10/12/20
2139407,10/22/20
2139407,10/25/20
2139407,11/9/20
2139407,11/16/20
2163634,12/13/19
2163634,12/15/19
2163634,3/23/20
2189522,10/7/19
2189522,10/9/19
2189522,10/14/19
2189522,10/23/19
2189522,10/27/19
2189522,11/9/19
2189522,2/16/20
2227179,10/14/19
2298310,10/12/19
2298310,10/23/19
2298310,2/29/20
2305194,10/27/19
2305194,10/30/19
2305194,11/10/19
2305194,11/24/19
2305194,1/1/20
2305194,1/1/20
2305194,1/1/20
2305194,2/9/20
2305194,2/9/20
2305194,7/27/20
2305194,8/9/20
2305194,11/1/20
2305194,11/5/20
2305230,10/1/19
2305230,10/2/19
2305230,10/2/19
2305230,10/2/19
2305230,10/3/19
2305230,10/3/19
2305230,10/4/19
2305230,10/5/19
2305230,10/5/19
2305230,10/6/19
2305230,10/6/19
2305230,10/9/19
2305230,10/11/19
2305230,10/13/19
2305230,10/14/19
2305230,10/16/19
2305230,10/16/19
2305230,10/16/19
2305230,10/17/19
2305230,10/18/19
2305230,10/18/19
2305230,10/23/19
2305230,10/24/19
2305230,10/24/19
2305230,10/25/19
2305230,10/26/19
2305230,11/2/19
2305230,11/3/19
2305230,11/3/19
2305230,11/3/19
2305230,11/3/19
2305230,11/5/19
2305230,11/5/19
2305230,11/9/19
2305230,11/15/19
2305230,11/15/19
2305230,11/15/19
2305230,11/16/19
2305230,11/16/19
2305230,11/16/19
2305230,11/16/19
2305230,11/17/19
